iso_code,continent,location,date,lockLevel,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
IRL,Europe,Ireland,2020-03-01,0,1,1,0.143,,0,0,0.203,0.203,0.029,,0,0,,,,,,,,,,,,,,,,,,,11.11,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-02,0,1,0,0.143,,0,0,0.203,0,0.029,,0,0,,,,,,,,,,,,,,,,,,,11.11,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-03,0,,,0.143,,,0,,,0.029,,,0,,,,,,,,,,,,,,,,,,,11.11,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-04,0,2,1,0.286,,0,0,0.405,0.203,0.058,,0,0,,,,,,,,,,,,,,,,,,,11.11,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-05,0,6,4,0.857,,0,0,1.215,0.81,0.174,,0,0,,,,,,,,,,,,,,,,,,,11.11,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-06,0,13,7,1.857,,0,0,2.633,1.418,0.376,,0,0,,,,,,,,,,,,,,,,,,,11.11,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-07,0,18,5,2.571,,0,0,3.645,1.013,0.521,,0,0,,,,18,3.645,,,,,,,,,,,,,,11.11,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-08,0,19,1,2.571,,0,0,3.848,0.203,0.521,,0,0,,,,17,3.443,,,,,,,,,,,,,,11.11,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-09,0,21,2,2.857,,0,0,4.253,0.405,0.579,,0,0,,,,18,3.645,,,,,,,,,,,,,,11.11,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-10,0,,,2.857,,,0,,,0.579,,,0,,,,26,5.266,,,,,,,,,,,,,,11.11,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-11,0,35,14,4.714,,0,0,7.088,2.835,0.955,,0,0,,,,32,6.481,,,,,,,,,,,,,,11.11,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-12,5,43,8,5.286,1,1,0.143,8.708,1.62,1.07,0.203,0.203,0.029,,,,44,8.911,,,,,,,,,,,,,,31.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-13,5,70,27,8.143,1,0,0.143,14.176,5.468,1.649,0.203,0,0.029,,,,36,7.291,,,,,,,,,,,,,,42.59,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-14,5,91,21,10.429,1,0,0.143,18.429,4.253,2.112,0.203,0,0.029,,,,38,7.696,,,,,,,,,,,,,,42.59,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-15,5,129,38,15.714,2,1,0.286,26.125,7.696,3.182,0.405,0.203,0.058,2.32,,,41,8.303,,,,,,,,,,,,,,48.15,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-16,5,169,40,21.143,2,0,0.286,34.226,8.101,4.282,0.405,0,0.058,2.37,,,55,11.139,,,,,,,,,,,,,,48.15,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-17,5,223,54,28.857,2,0,0.286,45.162,10.936,5.844,0.405,0,0.058,2.43,,,61,12.354,,,,,,,,,,,,,,48.15,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-18,5,292,69,36.714,2,0,0.286,59.136,13.974,7.435,0.405,0,0.058,2.47,,,80,16.202,,,,,6457,,1.308,,,,,,tests performed,48.15,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-19,5,366,74,46.143,2,0,0.143,74.122,14.986,9.345,0.405,0,0.029,2.5,,,98,19.847,,,,,7403,946,1.499,0.192,,,,,tests performed,48.15,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-20,5,557,191,69.571,3,1,0.286,112.803,38.681,14.09,0.608,0.203,0.058,2.4,,,133,26.935,,,,,8872,1469,1.797,0.298,,,,,tests performed,48.15,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-21,5,683,126,84.571,3,0,0.286,138.321,25.517,17.127,0.608,0,0.058,2.3,,,151,30.58,,,,,10436,1564,2.113,0.317,,,,,tests performed,48.15,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-22,5,785,102,93.714,3,0,0.143,158.978,20.657,18.979,0.608,0,0.029,2.23,,,177,35.846,,,,,11414,978,2.312,0.198,,,,,tests performed,48.15,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-23,5,906,121,105.286,4,1,0.286,183.483,24.505,21.322,0.81,0.203,0.058,2.17,,,218,44.149,,,,,13995,2581,2.834,0.523,,,,,tests performed,48.15,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-24,5,1125,219,128.857,6,2,0.571,227.834,44.352,26.096,1.215,0.405,0.116,2.1,,,239,48.402,,,,,15561,1566,3.151,0.317,,,,,tests performed,48.15,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-25,5,1329,204,148.143,7,1,0.714,269.148,41.314,30.002,1.418,0.203,0.145,2.04,,,290,58.731,,,,,17336,1775,3.511,0.359,1554,0.315,10.49,0.095,tests performed,48.15,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-26,5,1564,235,171.143,9,2,1,316.741,47.592,34.66,1.823,0.405,0.203,1.97,,,331,67.034,,,,,20712,3376,4.195,0.684,1901,0.385,11.108,0.09,tests performed,57.41,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-27,5,1819,255,180.286,19,10,2.286,368.383,51.642,36.511,3.848,2.025,0.463,1.91,68,13.771,380,76.957,,,,,23653,2941,4.79,0.596,2112,0.428,11.715,0.085,tests performed,75.93,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-28,5,2121,302,205.429,22,3,2.714,429.544,61.161,41.603,4.455,0.608,0.55,1.85,80,16.202,442,89.514,,,,,25859,2206,5.237,0.447,2203,0.446,10.724,0.093,tests performed,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-29,5,2415,294,232.857,36,14,4.714,489.085,59.541,47.158,7.291,2.835,0.955,1.79,96,19.442,513,103.893,0,0,,,27475,1616,5.564,0.327,2294,0.465,9.852,0.102,tests performed,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-30,5,2615,200,244.143,46,10,6,529.589,40.504,49.444,9.316,2.025,1.215,1.74,107,21.67,571,115.639,,,,,28872,1397,5.847,0.283,2125,0.43,8.704,0.115,tests performed,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-03-31,5,2910,295,255,54,8,6.857,589.332,59.743,51.642,10.936,1.62,1.389,1.7,120,24.302,596,120.702,,,,,30800,1928,6.238,0.39,2177,0.441,8.537,0.117,tests performed,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-01,5,3235,325,272.286,71,17,9.143,655.151,65.819,55.143,14.379,3.443,1.852,1.67,128,25.922,656,132.853,,,,,32809,2009,6.644,0.407,2210,0.448,8.116,0.123,tests performed,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-02,5,3447,212,269,85,14,10.857,698.085,42.934,54.478,17.214,2.835,2.199,1.64,132,26.733,655,132.65,,,,,34784,1975,7.044,0.4,2010,0.407,7.472,0.134,tests performed,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-03,5,3849,402,290,98,13,11.286,779.498,81.413,58.731,19.847,2.633,2.286,1.62,137,27.745,704,142.574,,,,,36641,1857,7.421,0.376,1855,0.376,6.397,0.156,tests performed,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-04,5,4273,424,307.429,120,22,14,865.366,85.868,62.26,24.302,4.455,2.835,1.59,140,28.353,738,149.459,,,,,38490,1849,7.795,0.374,1804,0.365,5.868,0.17,tests performed,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-05,5,4604,331,312.714,137,17,14.429,932.4,67.034,63.331,27.745,3.443,2.922,1.57,139,28.15,702,142.169,4.027,0.816,167.136,33.848,41321,2831,8.368,0.573,1978,0.401,6.325,0.158,tests performed,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-06,5,5111,507,356.571,158,21,16,1035.077,102.677,72.213,31.998,4.253,3.24,1.56,144,29.163,829,167.889,,,,,47438,6117,9.607,1.239,2652,0.537,7.438,0.134,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-07,5,5364,253,350.571,174,16,17.143,1086.315,51.237,70.998,35.238,3.24,3.472,1.55,143,28.96,828,167.686,,,,,49291,1853,9.982,0.375,2642,0.535,7.536,0.133,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-08,5,5709,345,353.429,210,36,19.857,1156.184,69.869,71.576,42.529,7.291,4.021,1.55,146,29.568,837,169.509,,,,,53019,3728,10.737,0.755,2887,0.585,8.169,0.122,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-09,5,6224,515,396.714,235,25,21.429,1260.481,104.298,80.342,47.592,5.063,4.34,1.56,151,30.58,838,169.711,,,,,58506,5487,11.849,1.111,3389,0.686,8.543,0.117,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-10,5,7393,1169,506.286,263,28,23.571,1497.227,236.745,102.533,53.263,5.671,4.774,1.58,155,31.391,825,167.079,,,,,65465,6959,13.258,1.409,4118,0.834,8.134,0.123,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-11,5,8089,696,545.143,287,24,23.857,1638.18,140.954,110.402,58.123,4.86,4.832,1.52,155,31.391,856,173.357,,,,,72455,6990,14.674,1.416,4852,0.983,8.9,0.112,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-12,5,8928,839,617.714,320,33,26.143,1808.094,169.914,125.099,64.806,6.683,5.294,1.47,148,29.973,853,172.749,47.322,9.584,282.923,57.297,78177,5722,15.832,1.159,5265,1.066,8.523,0.117,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-13,5,9655,727,649.143,334,14,25.143,1955.326,147.232,131.464,67.642,2.835,5.092,1.42,143,28.96,868,175.787,,,,,86604,8427,17.539,1.707,5595,1.133,8.619,0.116,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-14,5,10647,992,754.714,365,31,27.286,2156.225,200.899,152.844,73.92,6.278,5.526,1.36,149,30.175,868,175.787,,,,,90879,4275,18.405,0.866,5941,1.203,7.872,0.127,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-15,5,11479,832,824.286,406,41,28,2324.721,168.496,166.934,82.223,8.303,5.671,1.3,140,28.353,881,178.42,,,,,93915,3036,19.02,0.615,5842,1.183,7.087,0.141,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-16,5,12547,1068,903.286,444,38,29.857,2541.012,216.291,182.933,89.919,7.696,6.047,1.24,142,28.758,856,173.357,,,,,97559,3644,19.758,0.738,5579,1.13,6.176,0.162,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-17,5,13271,724,839.714,486,42,31.857,2687.636,146.624,170.059,98.424,8.506,6.452,1.18,137,27.745,852,172.547,,,,,101914,4355,20.64,0.882,5207,1.055,6.201,0.161,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-18,5,13980,709,841.571,530,44,34.714,2831.223,143.586,170.435,107.335,8.911,7.03,1.13,134,27.138,811,164.243,,,,,104123,2209,21.087,0.447,4524,0.916,5.376,0.186,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-19,5,14758,778,832.857,571,41,35.857,2988.783,157.56,168.67,115.639,8.303,7.262,1.08,133,26.935,816,165.256,59.404,12.03,223.519,45.267,106436,2313,21.555,0.468,4037,0.818,4.847,0.206,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-20,5,15251,493,799.429,610,39,39.429,3088.625,99.842,161.9,123.537,7.898,7.985,1.04,139,28.15,820,166.066,,,,,108062,1626,21.885,0.329,3065,0.621,3.834,0.261,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-21,5,15652,401,715,687,77,46,3169.835,81.21,144.801,139.131,15.594,9.316,1.01,133,26.935,774,156.75,,,,,111819,3757,22.646,0.761,2991,0.606,4.183,0.239,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-22,5,16040,388,651.571,730,43,46.286,3248.413,78.578,131.956,147.839,8.708,9.374,0.98,131,26.53,778,157.56,,,,,117182,5363,23.732,1.086,3324,0.673,5.102,0.196,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-23,5,16671,631,589.143,769,39,46.429,3376.203,127.79,119.313,155.737,7.898,9.403,0.96,123,24.91,742,150.269,,,,,122053,4871,24.718,0.986,3499,0.709,5.939,0.168,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-24,5,17607,936,619.429,794,25,44,3565.761,189.558,125.446,160.8,5.063,8.911,0.93,118,23.897,745,150.877,,,,,127633,5580,25.848,1.13,3674,0.744,5.931,0.169,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-25,5,18184,577,600.571,829,35,42.714,3682.615,116.854,121.627,167.889,7.088,8.65,0.89,123,24.91,736,149.054,,,,,133265,5632,26.989,1.141,4163,0.843,6.932,0.144,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-26,5,18561,377,543.286,1063,234,70.286,3758.965,76.35,110.026,215.278,47.39,14.234,0.86,120,24.302,758,153.51,45.308,9.176,193.314,39.15,141863,8598,28.73,1.741,5061,1.025,9.316,0.107,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-27,5,19262,701,573,1087,24,68.143,3900.931,141.966,116.044,220.139,4.86,13.8,0.83,117,23.695,771,156.143,,,,,146963,5100,29.763,1.033,5557,1.125,9.698,0.103,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-28,5,19648,386,570.857,1102,15,59.286,3979.103,78.173,115.61,223.176,3.038,12.007,0.8,113,22.885,753,152.497,,,,,153269,6306,31.04,1.277,5921,1.199,10.372,0.096,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-29,5,19877,229,548.143,1159,57,61.286,4025.48,46.377,111.01,234.72,11.544,12.412,0.77,103,20.86,760,153.915,,,,,161428,8159,32.692,1.652,6321,1.28,11.532,0.087,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-04-30,5,20253,376,511.714,1190,31,60.143,4101.628,76.147,103.632,240.998,6.278,12.18,0.76,106,21.467,736,149.054,,,,,169646,8218,34.357,1.664,6799,1.377,13.287,0.075,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-05-01,5,20612,359,429.286,1232,42,62.571,4174.332,72.705,86.939,249.504,8.506,12.672,0.74,99,20.049,740,149.864,,,,,177097,7451,35.866,1.509,7066,1.431,16.46,0.061,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-05-02,5,20833,221,378.429,1265,33,62.286,4219.089,44.757,76.639,256.187,6.683,12.614,0.72,99,20.049,705,142.776,,,,,189173,12076,38.311,2.446,7987,1.618,21.106,0.047,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-05-03,5,21176,343,373.571,1265,0,28.857,4288.553,69.464,75.656,256.187,0,5.844,0.71,93,18.834,684,138.523,18.123,3.67,209.423,42.412,198972,9799,40.296,1.984,8158,1.652,21.838,0.046,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-05-04,5,21506,330,320.571,1303,38,30.857,4355.384,66.831,64.922,263.883,7.696,6.249,0.7,91,18.429,672,136.093,,,,,207589,8617,42.041,1.745,8661,1.754,27.017,0.037,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-05-05,5,21722,216,296.286,1319,16,31,4399.129,43.744,60.004,267.123,3.24,6.278,0.68,90,18.227,680,137.713,,,,,215101,7512,43.562,1.521,8833,1.789,29.812,0.034,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-05-06,5,21983,261,300.857,1339,20,25.714,4451.986,52.858,60.929,271.174,4.05,5.208,0.67,82,16.607,657,133.055,,,,,222916,7815,45.145,1.583,8784,1.779,29.197,0.034,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-05-07,5,22248,265,285,1375,36,26.429,4505.654,53.668,57.718,278.464,7.291,5.352,0.66,76,15.391,614,124.347,,,,,228619,5703,46.3,1.155,8425,1.706,29.561,0.034,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-05-08,5,22385,137,253.286,1403,28,24.429,4533.399,27.745,51.295,284.135,5.671,4.947,0.66,72,14.581,585,118.474,,,,,233592,4973,47.307,1.007,8071,1.635,31.865,0.031,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-05-09,5,22541,156,244,1429,26,23.429,4564.992,31.593,49.415,289.4,5.266,4.745,0.65,72,14.581,539,109.158,,,,,241249,7657,48.858,1.551,7439,1.507,30.488,0.033,tests performed,90.74,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
